,title,authors,comment,subjects,abstract,nb_of_aut
29,Evidence for an abundant old population of Galactic ultra long period magnetars and implications for fast radio bursts,"['P. Beniamini', 'Z. Wadiasingh', 'J. Hare', 'K. Rajwade', 'G. Younes', 'A. J. van der Horst']","22 pages, 10 figures. Published in MNRAS",High Energy Astrophysical Phenomena (astro-ph.HE); Astrophysics of Galaxies (astro-ph.GA); Solar and Stellar Astrophysics (astro-ph.SR),"Two recent discoveries, namely PSR J0901-4046 and GLEAM-X J162759.5-523504.3(hereafter GLEAM-X J1627), have corroborated an extant population of radio-loudperiodic sources with long periods (76 s and 1091 s respectively) whoseemission can hardly be explained by rotation losses. We argue that GLEAM-XJ1627 is a highly-magnetized object consistent with a magnetar (an ultra longperiod magnetar - ULPM), and demonstrate it is unlikely to be either amagnetically or a rotationally-powered white dwarf. By studying these sourcestogether with previously detected objects, we find there are at least a handfulof promising candidates for Galactic ULPMs. The detections of these objectsimply a substantial number, $N \gtrsim 13000$ and $N \gtrsim 500$ for PSRJ0901--4046 like and GLEAM-X J1627 like objects, respectively, within ourGalaxy. These source densities, as well as cooling age limits fromnon-detection of thermal X-rays, Galactic offsets, timing stability and dipolespindown limits, all imply the ULPM candidates are substantially older thanconfirmed Galactic magnetars and that their formation channel is a common one.Their existence implies widespread survival of magnetar-like fields for severalMyr, distinct from the inferred behaviour in confirmed Galactic magnetars.ULPMs may also constitute a second class of FRB progenitors which couldnaturally exhibit very long periodic activity windows. Finally, we show thatexisting radio campaigns are biased against detecting objects like these anddiscuss strategies for future radio and X-ray surveys to identify more suchobjects. We estimate that ${\cal O}(100)$ more such objects should be detectedwith SKA-MID and DSA-2000.",6
30,Discovery of an Exceptional Optical Nebulosity in the Suspected Galactic SN Iax Remnant Pa 30 Linked to the Historical Guest Star of 1181 CE,"['Robert A. Fesen', 'Bradley E. Schaefer', 'Dana Patchick']","9 pages, 5 figures; revised text plus a new figure; Accepted for publication in the ApJ Letters",High Energy Astrophysical Phenomena (astro-ph.HE),"A newly recognized young Galactic SN remnant, Pa 30 (G123.1+4.6), centered ona hot central star with a ~16,000 km/s wind velocity has recently been proposedto be the result of a double-degenerate merger leading to a SN Iax eventassociated with the guest star of 1181 CE. Here we present deep optical [S II]6716,6731 images of Pa 30 which reveal an extraordinary and highly structurednebula 170"" in diameter with dozens of long (5"" - 20"") radially alignedfilaments with a convergence point near the hot central star. Optical spectraof filaments indicate a peak expansion velocity ~1100 km/s with electrondensities of <100 to 700 cm^-3, and a thick shell-like structure resembling itsappearance in 22 micron WISE images. No H-alpha emission was seen(I[6716/H-alpha] >5), with the only other line emission detected being faint[Ar III] 7136 suggesting a S, Ar-rich but H-poor remnant. The nebula's angularsize, estimated 2.3 kpc distance, and 1100 km/s expansion velocity areconsistent with an explosion date around 1181 CE. The remnant's unusualappearance may be due to the photoionization of wind-driven ejecta due toclump-wind interactions caused by the central star's high-luminosity wind.",3
31,Revisiting ultrahigh-energy constraints on decaying super-heavy dark matter,"['Saikat Das', 'Kohta Murase', 'Toshihiro Fujii']","9 pages, 5 figures",High Energy Astrophysical Phenomena (astro-ph.HE); High Energy Physics - Phenomenology (hep-ph),"We revisit constraints on decaying very heavy dark matter (VHDM) using thelatest ultrahigh-energy cosmic-ray (UHECR; $E\gtrsim 10^{18}$ eV) data andultrahigh-energy (UHE) $\gamma$-ray flux upper limits, measured by the PierreAuger Observatory. We present updated limits on the VHDM lifetime ($\tau_\chi$)for masses up to $\sim10^{15}$~GeV, considering decay into quarks, leptons, andmassive bosons. In particular, we consider not only the UHECR spectrum buttheir composition data that favors heavier nuclei. Such a combined analysisimproves the limits at $\lesssim 10^{12}$~GeV because VHDM decay does notproduce UHECR nuclei. We also show that the constraints from the UHE$\gamma$-ray upper limits are $\sim10$ more stringent for all of the StandardModel final states we consider.",3
32,Beam pattern evolution of accreting X-ray pulsar 1A 0535+262 during its 2020 giant outburst,"['Y. F. Hu', 'L. Ji', 'C. Yu', 'P. J. Wang', 'V. Doroshenko', 'A. Santangelo', 'I. Saathoff', 'S. N. Zhang', 'S. Zhang', 'L. D. Kong']","14 pages, 8 figures. Accepted by ApJ",High Energy Astrophysical Phenomena (astro-ph.HE),"We report on pulse profile decomposition analysis of a bright transient X-raypulsar 1A 0535+262 using the broadband Insight-HXMT observations during a giantoutburst of the source in 2020. We show that the observed pulse profile shapecan be described in terms of a combination of two symmetric single-polecontributions for wide range of energies and luminosities for a fixed geometrydefining basic geometry of the pulsar. This corresponds to a slightly distorteddipole magnetic field, i.e., one pole has to be offset by $\sim 12^{\circ}$from the antipodal position of the other pole. We reconstruct the intrinsicbeam patterns of the pulsar assuming the geometry recovered from thedecomposition analysis, and find evidence for a transition between ""pencil"" and""fan"" beams in energy ranges above the cyclotron line energy which can beinterpreted as transition from sub- to super-critical accretion regimesassociated with onset of an accretion column. At lower energies the beampattern appears, however, to be more complex, and contains substantial ""fan""beam and an additional ""pencil"" beam component at all luminosities. The latteris not related to the accretion rate and is stronger in the fading phase of theoutburst. We finally discuss results in context of other observational andtheoretical findings earlier reported for the source in the literature.",10
33,Merging Black Holes in Dwarf Galaxies: Calculating Binary Black Hole Coalescence Timescales from Simulations for LISA Detection,"['Victoria I. De Cun', 'Jillian M. Bellovary', 'Michael L. Katz']","8 pages, 3 figures",Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"Supermassive black holes (SMBHs) merging in dwarf galaxies will be detectableby the Laser Interferometer Space Antenna (LISA) in the mid-2030s. Previouscosmological hydrodynamic simulations have shown the prediction of massiveblack holes merging in dwarf galaxies, but these simulations are limited bytheir resolution and cannot follow black hole pairs all the way to coalescence.We calculate the delay time between black hole pairing and merger based on theproperties of the black holes and their host galaxies, and use these propertiesto calculate gravitational wave strains for eleven different binary black holesthat merge inside dwarf galaxies from eight cosmological simulations. Thisdelay time calculation accounts for dynamical friction due to gas and stars,loss-cone scattering, and hardening of the binary due to gravitationalradiation. Out of the eleven black hole mergers in the simulations, five blackhole pairs will merge within 0.8 - 8 Gyr of forming a close pair and could beobserved by LISA, and the remaining six are unresolved due to resolutionlimitations of the simulation. As all five of the resolved close pairs mergewithin a Hubble time, we make the broad estimate that close SMBH pairs in dwarfgalaxies will merge and be detectable by LISA, but this estimate depends oneither the presence of gas during orbital decay or a solution to the dynamicalbuoyancy problem in cored potentials.",3
34,Dust survival rates in clumps passing through the Cas A reverse shock -- II. The impact of magnetic fields,"['Florian Kirchschlager', 'Franziska D. Schmidt', 'M. J. Barlow', 'Ilse De Looze', 'Nina S. Sartorio']","Accepted by MNRAS. Author accepted manuscript. Accepted on 23/01/2023. 24 pages, 21 Figures",Solar and Stellar Astrophysics (astro-ph.SR); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"Dust grains form in the clumpy ejecta of core-collapse supernovae where theyare subject to the reverse shock, which is able to disrupt the clumps anddestroy the grains. Important dust destruction processes include thermal andkinetic sputtering as well as fragmentation and grain vaporization. In thepresent study, we focus on the effect of magnetic fields on the destructionprocesses. We have performed magneto-hydrodynamical simulations using AstroBEARto model a shock wave interacting with an ejecta clump. The dust transport anddestruction fractions are computed using our post-processing code Paperboats inwhich the acceleration of grains due to the magnetic field and a procedure thatallows partial grain vaporization have been newly implemented. For theoxygen-rich supernova remnant Cassiopeia A we found a significantly lower dustsurvival rate when magnetic fields are aligned perpendicular to the shockdirection compared to the non-magnetic case. For a parallel field alignment,the destruction is also enhanced but at a lower level. The survival fractionsdepend sensitively on the gas density contrast between the clump and theambient medium and on the grain sizes. For a low-density contrast of $100$,e.g., $5\,$nm silicate grains are completely destroyed while the survivalfraction of $1\,\mu$m grains is $86\,$per cent. For a high-density contrast of$1000$, $95\,$per cent of the $5\,$nm grains survive while the survivalfraction of $1\,\mu$m grains is $26\,$per cent. Alternative clump sizes or dustmaterials (carbon) have non-negligible effects on the survival rate but have alower impact compared to density contrast, magnetic field strength, and grainsize.",5
35,General formulae for the periapsis shift of a quasi-circular orbit in a static spherically symmetric spacetime and the strong energy condition,"['Tomohiro Harada', 'Takahisa Igata', 'Hiromi Saida', 'Yohsuke Takamori']","23 pages, major revision, title and abstract changed, discussion expanded with new results",General Relativity and Quantum Cosmology (gr-qc); Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE),"We study the periapsis shift of a quasi-circular orbit in a general staticspherically symmetric spacetime. We derive two formulae in full order withrespect to the gravitational field, one in terms of the gravitational mass $m$and the Einstein tensor and the other in terms of the orbital angular velocityand the Einstein tensor. These formulae reproduce the well-known ones for theprograde shift in the Schwarzschild spacetime. In a general case, the shiftdeviates from that in the vacuum spacetime due to a particular combination ofthe components of the Einstein tensor at the radius $r$ of the orbit. Theformulae give a retrograde shift due to the extended-mass effect in Newtoniangravity. In general relativity, in the weak-field regime near a massive object,the active gravitational mass density,$\rho_{A}=(\epsilon+p_{r}+2p_{t})/c^{2}$, plays an important role, where$\epsilon$, $p_{r}$, and $p_{t}$ are the energy density, the radial stress, andthe tangential stress of the matter field, respectively. We show that aretrograde shift requires $\rho_{A}$ to be beyond a critical value$\rho_{c}\simeq 2.8\times 10^{-15} \mbox{g}/\mbox{cm}^{3}(m/M_{\odot})^{2}(r/\mbox{au})^{-4}$, while a prograde shift greater than thatin the vacuum spacetime instead implies $\rho_{A}<0$, i.e., the violation ofthe strong energy condition, and thereby provides evidence for dark energy.Implications for dark matter in the Solar System and the Galactic Center arealso discussed.",4
36,Lagrangian statistics of a shock-driven turbulent dynamo in decaying turbulence,"['Justin Kin Jun Hew', 'Christoph Federrath']","15 pages, 19 figures. Accepted in MNRAS. Comments are welcome",Astrophysics of Galaxies (astro-ph.GA); High Energy Astrophysical Phenomena (astro-ph.HE); Solar and Stellar Astrophysics (astro-ph.SR); Fluid Dynamics (physics.flu-dyn); Plasma Physics (physics.plasm-ph),"Small-scale fluctuating magnetic fields of order $n$G are observed insupernova shocks and galaxy clusters, where its amplification is likely causedby the Biermann battery mechanism. However, these fields cannot be amplifiedfurther without the turbulent dynamo, which generates magnetic energy throughthe stretch-twist-fold (STF) mechanism. Thus, we present here novelthree-dimensional magnetohydrodynamic (MHD) simulations of a laser-driven shockpropagating into a stratified, multiphase medium, to investigate the post-shockturbulent magnetic field amplification via the turbulent dynamo. Theconfiguration used here is currently being tested in the shock tunnel at theNational Ignition Facility (NIF). In order to probe the statistical propertiesof the post-shock turbulent region, we use $384 \times 512 \times 384$ tracersto track its evolution through the Lagrangian framework, thus providing ahigh-fidelity analysis of the shocked medium. Our simulations indicate that thegrowth of the magnetic field, which accompanies the near-Saffman kinetic energydecay ($E_{\textrm{kin}} \propto t^{-1.15})$ without turbulence driving,exhibits slightly different characteristics as compared to periodic boxsimulations. Seemingly no distinct phases exist in its evolution, because theshock passage and time to observe the magnetic field amplification during theturbulence decay are very short ($\sim\!0.3$ of a turbulent turnover time).Yet, the growth rate is still consistent with those expected for compressive(curl-free) turbulence driving in subsonic, compressible turbulence.Phenomenological understanding of the dynamics of the magnetic and velocityfields are also elucidated via Lagrangian frequency spectra, which areconsistent with the expected inertial range scalings in the Eulerian-Lagrangianbridge.",2
37,Stable three-dimensional (un)charged AdS gravastars in gravity's rainbow,"['H. Barzegar', 'M. Bigdeli', 'G. H. Bordbar', 'B. Eslam Panah']","21 pages, 17 figures",General Relativity and Quantum Cosmology (gr-qc); High Energy Astrophysical Phenomena (astro-ph.HE); Solar and Stellar Astrophysics (astro-ph.SR); High Energy Physics - Theory (hep-th),"In this work, we study the three-dimensional AdS gravitational vacuum stars(gravastars) in the context of gravity's rainbow theory. Then we extend it byadding the Maxwell electromagnetic field. We compute the physical features ofgravastars, such as proper length, energy, entropy, and junction conditions.Our results show that the physical parameters for charged and uncharged statesdepend significantly on rainbow functions. Besides from charged state, theyalso depend on the electric field. Finally, we explore the stability of thinshell of three-dimensional (un)charged AdS gravastars in gravity's rainbow. Weshow that the structure of thin shell of these gravastars may be stable and isindependent of the type of matter.",4
38,Is a black hole shadow a reliable test of the no-hair theorem?,"['Kostas Glampedakis', 'George Pappas']",Accepted for publication as a Regular Article in Physical Review D,General Relativity and Quantum Cosmology (gr-qc); High Energy Astrophysical Phenomena (astro-ph.HE),"Capturing the image of the shadow cast by the event horizon of an illuminatedblack hole is, at the most basic level, an experiment of extreme lightdeflection in a strongly curved spacetime. As such, the properties of an imagedshadow can be used to probe the general relativistic Kerr nature ofastrophysical black holes. As an example of this prospect, it is commonlyasserted that a shadow can test the validity of the theory's famous `no hairtheorem' for the black hole's mass and spin multipole moments. In this paper,we assess this statement by calculating the shadow's equatorial radius inspacetimes with an arbitrary multipolar structure and within a slow rotationapproximation. We find that when moments higher than the quadrupole are takeninto account, the shadow acquires a high degree of degeneracy as a function ofthe deviation from the Kerr multipole moments. The results of our analysissuggest that dark objects with strongly non-Kerr multipolar structure couldnevertheless produce a Kerr-like shadow with its characteristic quasi-circularshape.",2
